[2024-03-11 20:35:28.515] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:111:111] Start
[2024-03-11 20:35:28.652] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:7:7] Extractor is being constructed, threads_num: 6, point_num: 200
[2024-03-11 20:35:28.652] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:17:17] Initializing extractor ort env
[2024-03-11 20:35:28.652] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:31:31] Using 6 threads, with graph optimization level 99
[2024-03-11 20:35:28.652] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:35:35] Using CUDA for extractor
[2024-03-11 20:35:29.374] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:50:50] Loading extractor model from /home/lin/Projects/catkin_ws/src/super-vio/models/superpoint.onnx
[2024-03-11 20:35:30.730] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:58:58] Extractor ort env initialized
[2024-03-11 20:35:30.730] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:7:7] Extractor is being constructed, threads_num: 6, point_num: 200
[2024-03-11 20:35:30.730] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:17:17] Initializing extractor ort env
[2024-03-11 20:35:30.730] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:31:31] Using 6 threads, with graph optimization level 99
[2024-03-11 20:35:30.730] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:35:35] Using CUDA for extractor
[2024-03-11 20:35:30.730] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:50:50] Loading extractor model from /home/lin/Projects/catkin_ws/src/super-vio/models/superpoint.onnx
[2024-03-11 20:35:30.775] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:58:58] Extractor ort env initialized
[2024-03-11 20:35:30.775] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/matcher/matcher.cpp:19:19] Matcher is being created
[2024-03-11 20:35:30.775] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/matcher/matcher.cpp:41:41] Initializing matcher ort env
[2024-03-11 20:35:30.775] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/matcher/matcher.cpp:55:55] Using 0 threads, with graph optimization level 99
[2024-03-11 20:35:30.775] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/matcher/matcher.cpp:59:59] Using CUDA for matcher
[2024-03-11 20:35:30.775] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/matcher/matcher.cpp:74:74] Loading matcher model from /home/lin/Projects/catkin_ws/src/super-vio/models/superpoint_lightglue_fused_fp16.onnx
[2024-03-11 20:35:30.992] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/matcher/matcher.cpp:78:78] Matcher model loaded
[2024-03-11 20:35:30.992] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/matcher/matcher.cpp:82:82] Matcher ort env initialized
[2024-03-11 20:35:32.279] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:107:107] inference extractor time consumed: 1274.240071
[2024-03-11 20:35:32.279] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:107:107] inference extractor time consumed: 1274.489219
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.024376973123119754, 0.20396973539506733, 0.5156507232181274]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.23036459642672014, 0.30387574186411725, 0.7682156994809953]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.13667026272440327, 0.19550269441330193, 0.4795543087475381]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.09795097017385586, 0.202877861285301, 0.4934541406550842]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.09829792235935725, 0.23660107498586194, 0.5754774494207548]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.46046350104250766, 0.3436426788976556, 0.8288489330677694]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.04596683405132069, 0.21709182230384083, 0.5236165773593499]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.18266099396298127, 0.3216152684189424, 0.7692958411150165]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.002455592887890184, 0.2175467402498656, 0.5160941335022381]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.22237835172141523, 0.3224803806931473, 0.7681820570406535]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.19619037281537946, 0.32878871534287635, 0.7705024494158412]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.2323440368379121, 0.25160619396056066, 0.5825378445049746]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.14283514012461695, 0.20829543977419487, 0.47842820997393565]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.20440112253633214, 0.2524763819505684, 0.5556041232251122]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.01225044776459186, 0.24332308469999098, 0.5314124452886194]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.28273782630050964, 0.37213212201857043, 0.7888670635443747]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.34657765034839266, 0.2629481680922917, 0.555375673897704]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.3255206485838357, 0.26301206285318224, 0.555510598439609]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.15446678915051204, 0.2357456013199546, 0.4997482382480577]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.44070971965272865, 0.3717036057139067, 0.7879558626075739]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.295187028951363, 0.26478807667096343, 0.5531903985134498]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.004373226948246606, 0.25738304675954454, 0.5319513391583335]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.24978127318585416, 0.265946881272089, 0.5457441089072497]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.07019227215747297, 0.23818031836977313, 0.4870362542659112]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.43524123089537214, 0.3853317347863219, 0.7879298768418073]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.25591494897384637, 0.4725150201026514, 0.9560505794330083]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.043835192823677566, 0.24320261400712148, 0.4938097661089804]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.054092307625985374, 0.24323316443130386, 0.4938717994879052]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.07973125418780666, 0.23222912940465434, 0.4731917237663425]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.18801266764819352, 0.380287308221944, 0.7694456509169748]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.3154549829678618, 0.4218346950543986, 0.8475725306167677]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.8787375253056122, 0.5276543398306728, 1.060190959364031]
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:230:230] time consumed: 1335.968561 / 1335.968561
[2024-03-11 20:35:32.328] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:231:231] key points number: 458 / 364
[2024-03-11 20:35:47.949] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:107:107] inference extractor time consumed: 17.453572
[2024-03-11 20:35:47.949] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/src/extractor/extractor.cpp:107:107] inference extractor time consumed: 17.32259
[2024-03-11 20:35:47.961] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.46478054203289515, -0.29817604748823173, 0.6875865192128943]
[2024-03-11 20:35:47.961] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.31129874690442744, -0.37969611580511253, 0.8617978080255426]
[2024-03-11 20:35:47.961] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.13625857229355084, -0.28724423420915246, 0.6519597667410901]
[2024-03-11 20:35:47.961] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.40764639659709084, -0.2941277489189479, 0.6755500695359872]
[2024-03-11 20:35:47.961] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.18380504361768754, -0.21067799144643104, 0.48580633900114806]
[2024-03-11 20:35:47.961] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.41791452264030454, -0.28259736963281196, 0.6622290944371517]
[2024-03-11 20:35:47.961] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.25987364841717103, -0.36006561461209713, 0.840349047122314]
[2024-03-11 20:35:47.961] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.016223787736772244, -0.4319169485164011, 1.0162515260269043]
[2024-03-11 20:35:47.961] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.4076471199411567, -0.2824334201896779, 0.6755511178324188]
[2024-03-11 20:35:47.961] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.1728832481775858, -0.3009450798986818, 0.7198290505830948]
[2024-03-11 20:35:47.962] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.3842127994176549, -0.27889735444879865, 0.6754804474590962]
[2024-03-11 20:35:47.962] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.3090656825041797, -0.2558871268483625, 0.6145873840937418]
[2024-03-11 20:35:47.962] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.11076267634520935, -0.2791715602503157, 0.6761331588741062]
[2024-03-11 20:35:47.962] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.04084689110348032, -0.4179687346645808, 1.0165583969126244]
[2024-03-11 20:35:47.962] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.24715981017974023, -0.22239218376471495, 0.5478143978546718]
[2024-03-11 20:35:47.962] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.4181284063717905, -0.27611667818570834, 0.6889705154930365]
[2024-03-11 20:35:47.962] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.4356013276373075, -0.2500801393793823, 0.6377811052784751]
[2024-03-11 20:35:47.962] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.17156494142798798, -0.1844348609604228, 0.46623795943903423]
[2024-03-11 20:35:47.962] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.42025961026088937, -0.24682794031459063, 0.6379337054050607]
[2024-03-11 20:35:47.962] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.40927984568352055, -0.24686121994604546, 0.6380197171673361]
[2024-03-11 20:35:47.962] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.3893496014227909, -0.24573042467235637, 0.6379478089877297]
[2024-03-11 20:35:47.962] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.16640707260958026, -0.1726600659443085, 0.4606702779315584]
[2024-03-11 20:35:47.962] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.4279738507991519, -0.2390006913767575, 0.6496748321277479]
[2024-03-11 20:35:47.962] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.2921155484546669, -0.22827121714307327, 0.6147134387780859]
[2024-03-11 20:35:47.962] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.363038409277133, -0.22515140178309012, 0.6267794610427565]
[2024-03-11 20:35:47.962] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.056258699682748575, -0.1766214582203336, 0.48698135324958164]
[2024-03-11 20:35:47.962] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.01081696419455577, -0.17428828024541787, 0.48753277565902126]
[2024-03-11 20:35:47.962] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.03696480118514364, -0.17592014712586979, 0.49448871083419554]
[2024-03-11 20:35:47.962] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.31687913425532976, -0.21206837076851015, 0.6049315733958156]
[2024-03-11 20:35:47.962] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.1667383775969359, -0.1650753425975298, 0.46627083733040164]
[2024-03-11 20:35:47.962] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.30303209875728077, -0.18609346745756258, 0.5256380454741215]
[2024-03-11 20:35:47.962] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.4125024756458788, -0.21735218590629293, 0.6261882583289327]
[2024-03-11 20:35:47.963] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.3061853408652433, -0.2108943798341767, 0.6045635964568099]
[2024-03-11 20:35:47.963] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.08092578083330493, -0.18441850335599355, 0.5234613507461995]
[2024-03-11 20:35:47.963] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.12451134756393928, -0.17697825232422057, 0.5098717093389353]
[2024-03-11 20:35:47.963] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.053819683943218066, -0.16586434973222136, 0.4802446176707921]
[2024-03-11 20:35:47.963] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.16756589664065857, -0.1787058988592654, 0.5174259544894524]
[2024-03-11 20:35:47.963] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.40253304141470764, -0.21698432433024878, 0.6378533815593741]
[2024-03-11 20:35:47.963] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.37789173173664253, -0.23242373974047634, 0.672945964789748]
[2024-03-11 20:35:47.963] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.30170876358882126, -0.21505055130319525, 0.6257887679944816]
[2024-03-11 20:35:47.963] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.21423164059018135, -0.17701705761825554, 0.5177261963516651]
[2024-03-11 20:35:47.963] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.25190850882939947, -0.17371914580411266, 0.5106699780067046]
[2024-03-11 20:35:47.963] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.010929722560679877, -0.16726299946279824, 0.49420274839768136]
[2024-03-11 20:35:47.963] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.0340520704639545, -0.1687520786696364, 0.5011616364848668]
[2024-03-11 20:35:47.963] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.30584668751456795, -0.17971599866921611, 0.5337222932920668]
[2024-03-11 20:35:47.963] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.07857599229032598, -0.16955822615958377, 0.5087872527540389]
[2024-03-11 20:35:47.963] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.12637176776639275, -0.17066419892545637, 0.5174904206604551]
[2024-03-11 20:35:47.963] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.34321756940302284, -0.17526620448870575, 0.5259150835431188]
[2024-03-11 20:35:47.963] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.4454880411085244, -0.19790179383087525, 0.600080575876516]
[2024-03-11 20:35:47.963] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.16936033282151366, -0.16975316837719695, 0.5174403234882273]
[2024-03-11 20:35:47.963] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.1681103548617124, -0.14938838588623315, 0.4529623791906761]
[2024-03-11 20:35:47.963] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.2142325044019604, -0.16805536985065297, 0.5177291103803001]
[2024-03-11 20:35:47.963] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.25956244263038775, -0.16988829636376493, 0.5261859739607354]
[2024-03-11 20:35:47.964] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.41481780199719803, -0.19681568500733734, 0.6263833832035487]
[2024-03-11 20:35:47.964] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.3032659583862627, -0.16714415861756893, 0.5261460831261306]
[2024-03-11 20:35:47.964] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.35207713148858444, -0.17135880528002717, 0.5423639487613031]
[2024-03-11 20:35:47.964] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.35190822164952285, -0.19111796995065955, 0.6150177677729821]
[2024-03-11 20:35:47.964] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.43435431869732627, -0.18011977796850176, 0.5796258610626839]
[2024-03-11 20:35:47.964] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.3328384148794375, -0.18655936884321328, 0.6037056189762025]
[2024-03-11 20:35:47.964] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.32286056005413205, -0.18574245739367048, 0.6044540298575576]
[2024-03-11 20:35:47.964] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.3863034805345883, -0.1901743935827987, 0.6259291552596224]
[2024-03-11 20:35:47.964] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.29368484707566317, -0.18161953636199782, 0.6046627430571616]
[2024-03-11 20:35:47.964] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.40643785160054247, -0.17208989535055771, 0.6042861169387044]
[2024-03-11 20:35:47.964] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.35446728089680896, -0.17212982946159958, 0.6156582282021447]
[2024-03-11 20:35:47.964] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.17261569099297727, -0.13406986376380345, 0.465108389246191]
[2024-03-11 20:35:47.964] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.2556806312786426, -0.14222405609001926, 0.5183183221570506]
[2024-03-11 20:35:47.964] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.2988748913408181, -0.14229952997068218, 0.5185933862809388]
[2024-03-11 20:35:47.964] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.2967829787070868, -0.16780571354984333, 0.6154245905869069]
[2024-03-11 20:35:47.964] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.41682277546433294, -0.16748151733406505, 0.6261678335888391]
[2024-03-11 20:35:47.964] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.40604636553862533, -0.15666277083615437, 0.6262524117470675]
[2024-03-11 20:35:47.964] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.384007630473778, -0.15390825382121484, 0.6152413647526166]
[2024-03-11 20:35:47.964] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.09597250880631793, -0.11603163704645016, 0.46705952655897853]
[2024-03-11 20:35:47.964] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.056161175772309405, -0.12172272802550616, 0.4865721348924166]
[2024-03-11 20:35:47.964] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.35403748626284526, -0.1506597089312978, 0.6150177902888088]
[2024-03-11 20:35:47.965] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.010931885852649497, -0.12106747559111694, 0.4942178294573389]
[2024-03-11 20:35:47.965] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.035785707268477365, -0.12190946370715969, 0.5011916467333172]
[2024-03-11 20:35:47.965] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [0.08035765767296542, -0.12299855733054024, 0.5092990477213983]
[2024-03-11 20:35:47.965] [MineLog] [info] [/home/lin/Projects/catkin_ws/src/super-vio/node/offline_node.cpp:216:216] Triangulate success. Point: [-0.33408340207542947, -0.15000282502457032, 0.6255921267356152]
